"Month","Tmin","Tmax","CP"
10,5,12,0.805848701953057
10,5,13,0.783362449053438
10,5,14,0.747338628534213
10,5,15,0.703723978442323
10,5,16,0.677451721222388
10,5,17,0.64516937184121
10,5,18,0.535999949826588
10,5,19,0.441864832678214
10,5,20,0.390425416281944
10,5,21,0.423381887700935
10,5,22,0
10,5,23,0
10,5,24,0
10,5,25,0
10,5,26,0
10,5,27,0
10,5,28,0
10,5,29,0
10,5,30,0
10,6,6,0.819668716493917
10,6,7,0.828928662207856
10,6,8,0.835256248134425
10,6,9,0.835729449015122
10,6,10,0.806977467602782
10,6,11,0.805413194184691
10,6,12,0.805398230945022
10,6,13,0.77188819018281
10,6,14,0.743938052422428
10,6,15,0.704135576943386
10,6,16,0.647858124161092
10,6,17,0.61510856321807
10,6,18,0.482548289021922
10,6,19,0.472538296175899
10,6,20,0.483731532580011
10,6,21,0.162148130440305
10,6,22,0
10,6,23,0
10,6,24,0
10,6,25,0
10,6,26,0
10,6,27,0
10,6,28,0
10,6,29,0
10,6,30,0
10,7,7,0.835310111534453
10,7,8,0.843002717209902
10,7,9,0.844189525477567
10,7,10,0.812600692267286
10,7,11,0.811540573083719
10,7,12,0.778277605502658
10,7,13,0.746441894017601
10,7,14,0.745558633359585
10,7,15,0.650379057920873
10,7,16,0.650119563473559
10,7,17,0.487807961580153
10,7,18,0.486371109986254
10,7,19,0.482681789529952
10,7,20,0.421613580097192
10,7,21,0
10,7,22,0
10,7,23,0
10,7,24,0
10,7,25,0
10,7,26,0
10,7,27,0
10,7,28,0
10,7,29,0
10,7,30,0
10,8,8,0.81992816629877
10,8,9,0.815699550812008
10,8,10,0.814277423743067
10,8,11,0.782688956501679
10,8,12,0.780381028432739
10,8,13,0.750188158549001
10,8,14,0.682291276672849
10,8,15,0.653356335762522
10,8,16,0.521441471515148
10,8,17,0.488440200561924
10,8,18,0.489027059850875
10,8,19,0.453966749068213
10,8,20,0.0322671305235451
10,8,21,0
10,8,22,0
10,8,23,0
10,8,24,0
10,8,25,0
10,8,26,0
10,8,27,0
10,8,28,0
10,8,29,0
10,8,30,0
10,9,9,0.809226166429025
10,9,10,0.782858039807343
10,9,11,0.780204876846019
10,9,12,0.749119111803109
10,9,13,0.714406955308065
10,9,14,0.65143286252546
10,9,15,0.584614849844528
10,9,16,0.488760433801439
10,9,17,0.488034852639781
10,9,18,0.486723062192683
10,9,19,0.0645681602901075
10,9,20,0
10,9,21,0
10,9,22,0
10,9,23,0
10,9,24,0
10,9,25,0
10,9,26,0
10,9,27,0
10,9,28,0
10,9,29,0
10,9,30,0
10,10,10,0.752033161764818
10,10,11,0.746968756942494
10,10,12,0.714191349318359
10,10,13,0.650159583534619
10,10,14,0.58357724669096
10,10,15,0.487907616408806
10,10,16,0.488258083529665
10,10,17,0.45338921397627
10,10,18,0.0322791205285332
10,10,19,0
10,10,20,0
10,10,21,0
10,10,22,0
10,10,23,0
10,10,24,0
10,10,25,0
10,10,26,0
10,10,27,0
10,10,28,0
10,10,29,0
10,10,30,0
10,11,11,0.711187019728037
10,11,12,0.648223308600756
10,11,13,0.583545902157441
10,11,14,0.486996715521198
10,11,15,0.484990427786599
10,11,16,0.323761627627914
10,11,17,0
10,11,18,0
10,11,19,0
10,11,20,0
10,11,21,0
10,11,22,0
10,11,23,0
10,11,24,0
10,11,25,0
10,11,26,0
10,11,27,0
10,11,28,0
10,11,29,0
10,11,30,0
10,12,12,0.612941077111261
10,12,13,0.485307042949587
10,12,14,0.387954788018708
10,12,15,0.0645278433417999
10,12,16,0
10,12,17,0
10,12,18,0
10,12,19,0
10,12,20,0
10,12,21,0
10,12,22,0
10,12,23,0
10,12,24,0
10,12,25,0
10,12,26,0
10,12,27,0
10,12,28,0
10,12,29,0
10,12,30,0
10,13,13,0
10,13,14,0
10,13,15,0
10,13,16,0
10,13,17,0
10,13,18,0
10,13,19,0
10,13,20,0
10,13,21,0
10,13,22,0
10,13,23,0
10,13,24,0
10,13,25,0
10,13,26,0
10,13,27,0
10,13,28,0
10,13,29,0
10,13,30,0
10,14,14,0
10,14,15,0
10,14,16,0
10,14,17,0
10,14,18,0
10,14,19,0
10,14,20,0
10,14,21,0
10,14,22,0
10,14,23,0
10,14,24,0
10,14,25,0
10,14,26,0
10,14,27,0
10,14,28,0
10,14,29,0
10,14,30,0
10,15,15,0
10,15,16,0
10,15,17,0
10,15,18,0
10,15,19,0
10,15,20,0
10,15,21,0
10,15,22,0
10,15,23,0
10,15,24,0
10,15,25,0
10,15,26,0
10,15,27,0
10,15,28,0
10,15,29,0
10,15,30,0
10,16,16,0
10,16,17,0
10,16,18,0
10,16,19,0
10,16,20,0
10,16,21,0
10,16,22,0
10,16,23,0
10,16,24,0
10,16,25,0
10,16,26,0
10,16,27,0
10,16,28,0
10,16,29,0
10,16,30,0
10,17,17,0
10,17,18,0
10,17,19,0
10,17,20,0
10,17,21,0
10,17,22,0
10,17,23,0
10,17,24,0
10,17,25,0
10,17,26,0
10,17,27,0
10,17,28,0
10,17,29,0
10,17,30,0
10,18,18,0
10,18,19,0
10,18,20,0
10,18,21,0
10,18,22,0
10,18,23,0
10,18,24,0
10,18,25,0
10,18,26,0
10,18,27,0
10,18,28,0
10,18,29,0
10,18,30,0
10,19,19,0
10,19,20,0
10,19,21,0
10,19,22,0
10,19,23,0
10,19,24,0
10,19,25,0
10,19,26,0
10,19,27,0
10,19,28,0
10,19,29,0
10,19,30,0
10,20,20,0
10,20,21,0
10,20,22,0
10,20,23,0
10,20,24,0
10,20,25,0
10,20,26,0
10,20,27,0
10,20,28,0
10,20,29,0
10,20,30,0
11,-20,-15,9.12241200463946e-14
11,-20,-14,5.35758111338952e-13
11,-20,-13,3.14431332908275e-12
11,-20,-12,1.83720193302431e-11
11,-20,-11,1.06569925951363e-10
11,-20,-10,6.12562915908954e-10
11,-20,-9,3.48440471416311e-09
11,-20,-8,1.95940421062031e-08
11,-20,-7,1.08835667249521e-07
11,-20,-6,5.96701703924205e-07
11,-20,-5,3.22772284430319e-06
11,-20,-4,1.72378958310072e-05
11,-20,-3,9.10349119488285e-05
11,-20,-2,0.000470656738153112
11,-20,-1,0.00238749352780111
11,-20,0,0.0117494466835516
11,-20,1,0.0533230422931159
11,-20,2,0.185392426916438
11,-20,3,0.367008448836395
11,-20,4,0.394932766279611
11,-20,5,0.429994821142091
11,-20,6,0.474582920843867
11,-20,7,0.476139899669628
11,-20,8,0.452035338849509
11,-20,9,0.486083892931324
11,-20,10,0.471936116566328
11,-20,11,0.461858828675965
11,-20,12,0.442058480277872
11,-20,13,0.488631674720718
11,-20,14,0.490885370430673
11,-20,15,0.503162233712375
11,-20,16,0.503421444545891
11,-20,17,0.478931851742618
11,-20,18,0.443717762675656
11,-20,19,0.35373182133373
11,-20,20,0.285510433914194
11,-20,21,0.218851807172751
11,-20,22,0.217281845946013
11,-20,23,0
11,-20,24,0
11,-20,25,0
11,-20,26,0
11,-20,27,0
11,-20,28,0
11,-20,29,0
11,-20,30,0
11,-19,-15,1.05758349807316e-13
11,-19,-14,6.04112344183784e-13
11,-19,-13,3.48683459521915e-12
11,-19,-12,2.01365537130022e-11
11,-19,-11,1.15772266795144e-10
11,-19,-10,6.60729913647662e-10
11,-19,-9,3.73608701380113e-09
11,-19,-8,2.09021161110941e-08
11,-19,-7,1.15582895886271e-07
11,-19,-6,6.31349004828013e-07
11,-19,-5,3.41944974502525e-06
11,-19,-4,1.82037004683709e-05
11,-19,-3,9.5341446714707e-05
11,-19,-2,0.000491386696001605
11,-19,-1,0.00248568540983201
11,-19,0,0.0121981209912744
11,-19,1,0.0551709447807741
11,-19,2,0.190903244364096
11,-19,3,0.376654842252016
11,-19,4,0.40721914330948
11,-19,5,0.423563676051735
11,-19,6,0.452324382074991
11,-19,7,0.472735598712839
11,-19,8,0.466769295359854
11,-19,9,0.49419778640691
11,-19,10,0.491319220919926
11,-19,11,0.48914200079121
11,-19,12,0.468999655011786
11,-19,13,0.477892208553675
11,-19,14,0.505928481972049
11,-19,15,0.513424110991519
11,-19,16,0.511756007939508
11,-19,17,0.469271340382869
11,-19,18,0.429062304262441
11,-19,19,0.365156022369933
11,-19,20,0.326781743859917
11,-19,21,0.250126630656969
11,-19,22,0.271609387409696
11,-19,23,0
11,-19,24,0
11,-19,25,0
11,-19,26,0
11,-19,27,0
11,-19,28,0
11,-19,29,0
11,-19,30,0
11,-18,-15,1.28467622791352e-13
11,-18,-14,6.98479695295086e-13
11,-18,-13,3.92527136337506e-12
11,-18,-12,2.22918724127694e-11
11,-18,-11,1.26663972205372e-10
11,-18,-10,7.16448853606402e-10
11,-18,-9,4.02212612899276e-09
11,-18,-8,2.23687000888476e-08
11,-18,-7,1.23103675046557e-07
11,-18,-6,6.72429370230223e-07
11,-18,-5,3.61556768598547e-06
11,-18,-4,1.91484340783983e-05
11,-18,-3,9.99247587577631e-05
11,-18,-2,0.00051338081535739
11,-18,-1,0.0025891939436126
11,-18,0,0.0126680549335299
11,-18,1,0.0570927588598062
11,-18,2,0.196595143582973
11,-18,3,0.386595814834957
11,-18,4,0.427913119667816
11,-18,5,0.447019130123855
11,-18,6,0.468585547064989
11,-18,7,0.48303125516491
11,-18,8,0.481205327779883
11,-18,9,0.50687540000357
11,-18,10,0.482937812339462
11,-18,11,0.483595085451136
11,-18,12,0.491645180425946
11,-18,13,0.499421965177182
11,-18,14,0.519124057464687
11,-18,15,0.523080462406965
11,-18,16,0.529735990176361
11,-18,17,0.4756573947952
11,-18,18,0.425060647397464
11,-18,19,0.3379669808464
11,-18,20,0.294667768148492
11,-18,21,0.272198638292191
11,-18,22,0.23778094863494
11,-18,23,0
11,-18,24,0
11,-18,25,0
11,-18,26,0
11,-18,27,0
11,-18,28,0
11,-18,29,0
11,-18,30,0
11,-17,-15,1.73177887995703e-13
11,-17,-14,8.47351139721058e-13
11,-17,-13,4.53103117292549e-12
11,-17,-12,2.50487995944058e-11
11,-17,-11,1.39946756752149e-10
11,-17,-10,7.82256230849062e-10
11,-17,-9,4.35250374617326e-09
11,-17,-8,2.40854670583291e-08
11,-17,-7,1.32060161514295e-07
11,-17,-6,7.15505047922933e-07
11,-17,-5,3.82424474472986e-06
11,-17,-4,2.01643395240742e-05
11,-17,-3,0.000104832347219398
11,-17,-2,0.000536749331931545
11,-17,-1,0.00269836446776711
11,-17,0,0.0131601628892747
11,-17,1,0.0590897906459407
11,-17,2,0.202467888871114
11,-17,3,0.396921099945795
11,-17,4,0.425842831554352
11,-17,5,0.46028810379139
11,-17,6,0.45818880058909
11,-17,7,0.488688340298203
11,-17,8,0.495403613013611
11,-17,9,0.512020845810937
11,-17,10,0.502171152736019
11,-17,11,0.4831326709528
11,-17,12,0.509176273716661
11,-17,13,0.517682777771996
11,-17,14,0.530994804425523
11,-17,15,0.532379948394443
11,-17,16,0.522935312707119
11,-17,17,0.469113619478012
11,-17,18,0.413616963667663
11,-17,19,0.366867832200366
11,-17,20,0.348057171859311
11,-17,21,0.323632478637318
11,-17,22,0.272430980571718
11,-17,23,0
11,-17,24,0
11,-17,25,0
11,-17,26,0
11,-17,27,0
11,-17,28,0
11,-17,29,0
11,-17,30,0
11,-16,-15,2.92549086466753e-13
11,-16,-14,1.14094137822174e-12
11,-16,-13,5.48842652787509e-12
11,-16,-12,2.88602942863216e-11
11,-16,-11,1.56931997554253e-10
11,-16,-10,8.62519884690225e-10
11,-16,-9,4.75275243093589e-09
11,-16,-8,2.6066206841734e-08
11,-16,-7,1.41759555800419e-07
11,-16,-6,7.62457155950447e-07
11,-16,-5,4.0520739127935e-06
11,-16,-4,2.12662565784233e-05
11,-16,-3,0.000110103973616128
11,-16,-2,0.000561625744908248
11,-16,-1,0.00281361651250339
11,-16,0,0.0136755449897113
11,-16,1,0.0611636464449878
11,-16,2,0.208521531816975
11,-16,3,0.408040042537106
11,-16,4,0.431689982675117
11,-16,5,0.476728344485957
11,-16,6,0.465692187530585
11,-16,7,0.517151534548527
11,-16,8,0.50942351531239
11,-16,9,0.520546669515765
11,-16,10,0.503307167308575
11,-16,11,0.513337124225435
11,-16,12,0.506497576963413
11,-16,13,0.533414166024455
11,-16,14,0.541957432247824
11,-16,15,0.552730992011091
11,-16,16,0.5085129518785
11,-16,17,0.469561847265813
11,-16,18,0.405881042692728
11,-16,19,0.381478541531707
11,-16,20,0.390353445238779
11,-16,21,0.385319725682716
11,-16,22,0.289435369189107
11,-16,23,0
11,-16,24,0
11,-16,25,0
11,-16,26,0
11,-16,27,0
11,-16,28,0
11,-16,29,0
11,-16,30,0
11,-15,-15,7.1944033347716e-13
11,-15,-14,1.92345769929499e-12
11,-15,-13,7.38038302614955e-12
11,-15,-12,3.49024525593853e-11
11,-15,-11,1.80636775963449e-10
11,-15,-10,9.67222763096087e-10
11,-15,-9,5.2463825799853e-09
11,-15,-8,2.83849131069214e-08
11,-15,-7,1.52712683573059e-07
11,-15,-6,8.14856624549196e-07
11,-15,-5,4.30395224282732e-06
11,-15,-4,2.24688464777681e-05
11,-15,-3,0.000115790313422574
11,-15,-2,0.000588180726494287
11,-15,-1,0.00293548244828407
11,-15,0,0.0142156079383452
11,-15,1,0.0633165726739619
11,-15,2,0.214757064335155
11,-15,3,0.419017815540293
11,-15,4,0.441049493234685
11,-15,5,0.471321387256497
11,-15,6,0.49299954193986
11,-15,7,0.499937838702907
11,-15,8,0.523322162667934
11,-15,9,0.536415384966379
11,-15,10,0.508524257930025
11,-15,11,0.525511557669979
11,-15,12,0.526449284261426
11,-15,13,0.547272902494866
11,-15,14,0.552349751007236
11,-15,15,0.521216033574366
11,-15,16,0.482319314543605
11,-15,17,0.43722144794
11,-15,18,0.419881096242241
11,-15,19,0.423079436795155
11,-15,20,0.423486988251174
11,-15,21,0.441033426535328
11,-15,22,0.300726317789517
11,-15,23,0.063755845241778
11,-15,24,0
11,-15,25,0
11,-15,26,0
11,-15,27,0
11,-15,28,0
11,-15,29,0
11,-15,30,0
11,-14,-14,4.69476255000639e-12
11,-14,-13,1.24151773901201e-11
11,-14,-12,4.69079350824742e-11
11,-14,-11,2.18575681666955e-10
11,-14,-10,1.11276473599834e-09
11,-14,-9,5.85647064933584e-09
11,-14,-8,3.11297581241725e-08
11,-14,-7,1.65437956222593e-07
11,-14,-6,8.74648133589824e-07
11,-14,-5,4.58567208944091e-06
11,-14,-4,2.37919712070211e-05
11,-14,-3,0.000121959675175409
11,-14,-2,0.00061664122124593
11,-14,-1,0.00306466818209773
11,-14,0,0.0147822546943852
11,-14,1,0.0655519887508905
11,-14,2,0.221177406068284
11,-14,3,0.430431975434324
11,-14,4,0.44991344022669
11,-14,5,0.484977182095033
11,-14,6,0.489314199568942
11,-14,7,0.510478480963267
11,-14,8,0.532453840570522
11,-14,9,0.534752829080299
11,-14,10,0.522186267090647
11,-14,11,0.541750502928228
11,-14,12,0.545416467054512
11,-14,13,0.55985555716516
11,-14,14,0.557021144326834
11,-14,15,0.514413937206669
11,-14,16,0.498969884099993
11,-14,17,0.454464428609399
11,-14,18,0.442567687801849
11,-14,19,0.4502066190929
11,-14,20,0.457487370265175
11,-14,21,0.461037410104971
11,-14,22,0.308212539933088
11,-14,23,0.131940971971629
11,-14,24,0
11,-14,25,0
11,-14,26,0
11,-14,27,0
11,-14,28,0
11,-14,29,0
11,-14,30,0
11,-13,-13,3.00525872982077e-11
11,-13,-12,7.86510233352142e-11
11,-13,-11,2.93049130926821e-10
11,-13,-10,1.34029551859279e-09
11,-13,-9,6.69847890686665e-09
11,-13,-8,3.46214189289913e-08
11,-13,-7,1.80823734288116e-07
11,-13,-6,9.44404744916499e-07
11,-13,-5,4.90575267034677e-06
11,-13,-4,2.52642931286545e-05
11,-13,-3,0.000128708088302511
11,-13,-2,0.000647321417801497
11,-13,-1,0.00320214975454359
11,-13,0,0.0153781822905958
11,-13,1,0.067875311335965
11,-13,2,0.227788871266217
11,-13,3,0.442132400803259
11,-13,4,0.461031941204139
11,-13,5,0.498887221226425
11,-13,6,0.503921173094531
11,-13,7,0.548527584879835
11,-13,8,0.542101709897552
11,-13,9,0.513694873559886
11,-13,10,0.552077182528621
11,-13,11,0.560757909437589
11,-13,12,0.582161834329349
11,-13,13,0.571566221201077
11,-13,14,0.561391367544463
11,-13,15,0.521757419379081
11,-13,16,0.465327912239776
11,-13,17,0.447346208681566
11,-13,18,0.481802301983513
11,-13,19,0.471965556321183
11,-13,20,0.480747053722533
11,-13,21,0.474604158038189
11,-13,22,0.37459340446816
11,-13,23,0.199738338488179
11,-13,24,0
11,-13,25,0
11,-13,26,0
11,-13,27,0
11,-13,28,0
11,-13,29,0
11,-13,30,0
11,-12,-12,1.88561228777853e-10
11,-12,-11,4.88494669712074e-10
11,-12,-10,1.78918039122936e-09
11,-12,-9,8.03626502097561e-09
11,-12,-8,3.94578957321316e-08
11,-12,-7,2.00409864985496e-07
11,-12,-6,1.02855640832511e-06
11,-12,-5,5.27784698414998e-06
11,-12,-4,2.69294683992614e-05
11,-12,-3,0.000136176871799015
11,-12,-2,0.000680674586529569
11,-12,-1,0.00334933002537532
11,-12,0,0.016007353060406
11,-12,1,0.0702952249891622
11,-12,2,0.234603333627505
11,-12,3,0.454199332389312
11,-12,4,0.473137460932246
11,-12,5,0.507841774229573
11,-12,6,0.528299781884398
11,-12,7,0.555879818840043
11,-12,8,0.573700680049857
11,-12,9,0.529764610751382
11,-12,10,0.574786218681369
11,-12,11,0.58571955230933
11,-12,12,0.594185869888944
11,-12,13,0.589593228917593
11,-12,14,0.548217473256947
11,-12,15,0.515646140165441
11,-12,16,0.462366722193028
11,-12,17,0.507568088682054
11,-12,18,0.484013722766163
11,-12,19,0.498943049846578
11,-12,20,0.496325301044836
11,-12,21,0.484239522713579
11,-12,22,0.437817147800609
11,-12,23,0.268157184768118
11,-12,24,0
11,-12,25,0
11,-12,26,0
11,-12,27,0
11,-12,28,0
11,-12,29,0
11,-12,30,0
11,-11,-11,1.15964204534476e-09
11,-11,-10,2.96817293654146e-09
11,-11,-9,1.0692329542352e-08
11,-11,-8,4.71790944298372e-08
11,-11,-7,2.27575506102017e-07
11,-11,-6,1.13561685375439e-06
11,-11,-5,5.72572997579102e-06
11,-11,-4,2.88584091370232e-05
11,-11,-3,0.000144585050933836
11,-11,-2,0.000717383500092265
11,-11,-1,0.00350830030676419
11,-11,0,0.0166757550989055
11,-11,1,0.0728256558039571
11,-11,2,0.24164149535719
11,-11,3,0.466659725329304
11,-11,4,0.48674640106167
11,-11,5,0.540302368890771
11,-11,6,0.552053442925782
11,-11,7,0.567659451430769
11,-11,8,0.55611495067535
11,-11,9,0.557742856377333
11,-11,10,0.576776059379305
11,-11,11,0.596641568522392
11,-11,12,0.586840773646418
11,-11,13,0.583944538102511
11,-11,14,0.566884621095957
11,-11,15,0.49307372457768
11,-11,16,0.528031823305517
11,-11,17,0.52362122014569
11,-11,18,0.515199588994218
11,-11,19,0.516873936127824
11,-11,20,0.507134656169284
11,-11,21,0.464390903541389
11,-11,22,0.473035090090767
11,-11,23,0.303741287053257
11,-11,24,0
11,-11,25,0
11,-11,26,0
11,-11,27,0
11,-11,28,0
11,-11,29,0
11,-11,30,0
11,-10,-10,6.98216757199736e-09
11,-10,-9,1.76557425189143e-08
11,-10,-8,6.25527085797824e-08
11,-10,-7,2.71097144991086e-07
11,-10,-6,1.28439840073643e-06
11,-10,-5,6.29550438565304e-06
11,-10,-4,3.11760472632168e-05
11,-10,-3,0.000154293693400621
11,-10,-2,0.000758527075181864
11,-10,-1,0.00368229580538117
11,-10,0,0.0173926891399588
11,-10,1,0.0754889632937649
11,-10,2,0.248945741867822
11,-10,3,0.479360656940039
11,-10,4,0.503511126725014
11,-10,5,0.558894237273569
11,-10,6,0.5759557794986
11,-10,7,0.584891836671443
11,-10,8,0.546353642489835
11,-10,9,0.595494401410113
11,-10,10,0.598006504511026
11,-10,11,0.615148423438492
11,-10,12,0.614078969195943
11,-10,13,0.579115957615134
11,-10,14,0.563703105917444
11,-10,15,0.539306175259974
11,-10,16,0.551623997570488
11,-10,17,0.529125610983913
11,-10,18,0.535844781183256
11,-10,19,0.529060506219556
11,-10,20,0.515232860446355
11,-10,21,0.454378407947688
11,-10,22,0.404168843251768
11,-10,23,0.307538936086881
11,-10,24,0
11,-10,25,0
11,-10,26,0
11,-10,27,0
11,-10,28,0
11,-10,29,0
11,-10,30,0
11,-9,-9,4.11437667324544e-08
11,-9,-8,1.02770778307337e-07
11,-9,-7,3.58043162074669e-07
11,-9,-6,1.52381958105171e-06
11,-9,-5,7.0895777842199e-06
11,-9,-4,3.41267265008453e-05
11,-9,-3,0.000165946447084822
11,-9,-2,0.000805912455430847
11,-9,-1,0.00387655466000449
11,-9,0,0.0181744449719751
11,-9,1,0.0783259760071112
11,-9,2,0.256679433144836
11,-9,3,0.49206175805814
11,-9,4,0.522406615351581
11,-9,5,0.549723699481742
11,-9,6,0.607079791132766
11,-9,7,0.59929371398558
11,-9,8,0.567281299983702
11,-9,9,0.620925024932277
11,-9,10,0.60804829400926
11,-9,11,0.629901070352966
11,-9,12,0.584795594402447
11,-9,13,0.591432699456193
11,-9,14,0.557415874108517
11,-9,15,0.576962598897657
11,-9,16,0.540963811352369
11,-9,17,0.552882934902762
11,-9,18,0.549634979707716
11,-9,19,0.537948199710623
11,-9,20,0.477442186558482
11,-9,21,0.435590659129293
11,-9,22,0.327860072449275
11,-9,23,0.265628554214628
11,-9,24,0
11,-9,25,0
11,-9,26,0
11,-9,27,0
11,-9,28,0
11,-9,29,0
11,-9,30,0
11,-8,-8,2.3707855163868e-07
11,-8,-7,5.84971259036316e-07
11,-8,-6,2.00396166341921e-06
11,-8,-5,8.37450781704889e-06
11,-8,-4,3.82562470026031e-05
11,-8,-3,0.000180814069329484
11,-8,-2,0.000862811665722652
11,-8,-1,0.00410055304566337
11,-8,0,0.0190555656605669
11,-8,1,0.0814371539495185
11,-8,2,0.265196419380687
11,-8,3,0.503963166843189
11,-8,4,0.538835057243483
11,-8,5,0.564211342399517
11,-8,6,0.607666864173205
11,-8,7,0.59147079642505
11,-8,8,0.589168525196724
11,-8,9,0.636272669698879
11,-8,10,0.608408538113464
11,-8,11,0.627841380634419
11,-8,12,0.584585227914722
11,-8,13,0.580309832407307
11,-8,14,0.605355584578399
11,-8,15,0.579141349174195
11,-8,16,0.567780913289161
11,-8,17,0.568535548704375
11,-8,18,0.559446252047567
11,-8,19,0.505007308397074
11,-8,20,0.472743231236508
11,-8,21,0.389036164072314
11,-8,22,0.309592573163837
11,-8,23,0.311306188472559
11,-8,24,0
11,-8,25,0
11,-8,26,0
11,-8,27,0
11,-8,28,0
11,-8,29,0
11,-8,30,0
11,-7,-7,1.33588130495668e-06
11,-7,-6,3.25562005912192e-06
11,-7,-5,1.09656401649343e-05
11,-7,-4,4.49931203198632e-05
11,-7,-3,0.000201827530444482
11,-7,-2,0.000935920966321155
11,-7,-1,0.00437286949697141
11,-7,0,0.0200914569968672
11,-7,1,0.0849894910021329
11,-7,2,0.274026707691463
11,-7,3,0.515355033298158
11,-7,4,0.55820056475462
11,-7,5,0.547288789241396
11,-7,6,0.616917641157671
11,-7,7,0.609780333287494
11,-7,8,0.630140524117186
11,-7,9,0.635419689404113
11,-7,10,0.648259019161445
11,-7,11,0.623518556177512
11,-7,12,0.588074598721485
11,-7,13,0.626388216186783
11,-7,14,0.621298706485797
11,-7,15,0.611851156353533
11,-7,16,0.615145376523612
11,-7,17,0.579435693615158
11,-7,18,0.541895826749106
11,-7,19,0.48037279959999
11,-7,20,0.457293986138346
11,-7,21,0.379177986761883
11,-7,22,0.308171037920101
11,-7,23,0.422624533942046
11,-7,24,0.0333360682160347
11,-7,25,0
11,-7,26,0
11,-7,27,0
11,-7,28,0
11,-7,29,0
11,-7,30,0
11,-6,-6,7.35413749638411e-06
11,-6,-5,1.77053755637526e-05
11,-6,-4,5.86569525909209e-05
11,-6,-3,0.000236443495624278
11,-6,-2,0.00104026204357715
11,-6,-1,0.00472736457130365
11,-6,0,0.0213462834947194
11,-6,1,0.0890997533795621
11,-6,2,0.283915527156856
11,-6,3,0.526134337468781
11,-6,4,0.575084582777059
11,-6,5,0.565049354771059
11,-6,6,0.637584062418708
11,-6,7,0.590328099143587
11,-6,8,0.655161781386894
11,-6,9,0.665092984691241
11,-6,10,0.61602798008171
11,-6,11,0.626792351655285
11,-6,12,0.637941144341992
11,-6,13,0.654795019002639
11,-6,14,0.614368298816981
11,-6,15,0.631220997838066
11,-6,16,0.628455371643482
11,-6,17,0.557090092795206
11,-6,18,0.530646494762631
11,-6,19,0.477059885323867
11,-6,20,0.449368261348228
11,-6,21,0.381941462058131
11,-6,22,0.363888462935596
11,-6,23,0.366890343157272
11,-6,24,0.0667154244248091
11,-6,25,0
11,-6,26,0
11,-6,27,0
11,-6,28,0
11,-6,29,0
11,-6,30,0
11,-5,-5,3.9556596170302e-05
11,-5,-4,9.41235190768892e-05
11,-5,-3,0.000306902371399831
11,-5,-2,0.00121345711759628
11,-5,-1,0.00523309613742855
11,-5,0,0.0229462473616466
11,-5,1,0.0939437163106083
11,-5,2,0.295238857962535
11,-5,3,0.540406655469341
11,-5,4,0.588152433683567
11,-5,5,0.595566407106201
11,-5,6,0.630946218420167
11,-5,7,0.617550873939096
11,-5,8,0.671244625291645
11,-5,9,0.64147441662
11,-5,10,0.64191012919103
11,-5,11,0.638171465846504
11,-5,12,0.68232029353386
11,-5,13,0.65755636996812
11,-5,14,0.653694423364175
11,-5,15,0.624323856679594
11,-5,16,0.566487815171321
11,-5,17,0.564738966947055
11,-5,18,0.527425138198898
11,-5,19,0.488891244063035
11,-5,20,0.420040579339302
11,-5,21,0.427456830251589
11,-5,22,0.420446221708898
11,-5,23,0.399170732335288
11,-5,24,0.100263896115563
11,-5,25,0
11,-5,26,0
11,-5,27,0
11,-5,28,0
11,-5,29,0
11,-5,30,0
11,-4,-4,0.000207881383258299
11,-4,-3,0.000489033510284534
11,-4,-2,0.00156700861196499
11,-4,-1,0.00607112760451119
11,-4,0,0.0252191349690979
11,-4,1,0.10007266056854
11,-4,2,0.30774038035123
11,-4,3,0.55282165814521
11,-4,4,0.599772936658899
11,-4,5,0.621901901971041
11,-4,6,0.614941739769255
11,-4,7,0.659436619893916
11,-4,8,0.669947168099917
11,-4,9,0.644646487439385
11,-4,10,0.638503773562637
11,-4,11,0.69322617754405
11,-4,12,0.702936548689428
11,-4,13,0.663875052561993
11,-4,14,0.567068259327752
11,-4,15,0.59402385332731
11,-4,16,0.585938173556203
11,-4,17,0.553150101050946
11,-4,18,0.52717617341726
11,-4,19,0.495134403536824
11,-4,20,0.491541935739541
11,-4,21,0.469199633369407
11,-4,22,0.444626963835826
11,-4,23,0.443469001600732
11,-4,24,0.100320434033153
11,-4,25,0
11,-4,26,0
11,-4,27,0
11,-4,28,0
11,-4,29,0
11,-4,30,0
11,-3,-3,0.00106709006091726
11,-3,-2,0.00247975544400064
11,-3,-1,0.00778608327606132
11,-3,0,0.0290165236326979
11,-3,1,0.10876989797
11,-3,2,0.323238298657111
11,-3,3,0.55969502802604
11,-3,4,0.598577084021443
11,-3,5,0.632353524759713
11,-3,6,0.598069062891864
11,-3,7,0.675228775718994
11,-3,8,0.675030431238551
11,-3,9,0.634974849953461
11,-3,10,0.679778474042504
11,-3,11,0.705495373598047
11,-3,12,0.679799320925931
11,-3,13,0.647574650808963
11,-3,14,0.593213781339188
11,-3,15,0.590296394068862
11,-3,16,0.580743842710361
11,-3,17,0.567578663230037
11,-3,18,0.570924415879926
11,-3,19,0.555715152797506
11,-3,20,0.51585196322616
11,-3,21,0.482147748940534
11,-3,22,0.474784931246869
11,-3,23,0.462206546837108
11,-3,24,0.100337409519151
11,-3,25,0
11,-3,26,0
11,-3,27,0
